58:1,144,54,103,0
58:1,144,59,1,0
59:1,128,54,64,0
59:1,128,59,64,0
59:1,144,44,1,0
59:1,144,54,103,0
59:1,144,59,1,0
59:1,128,44,64,0
59:1,128,54,64,0
59:1,128,59,64,0
59:1,144,44,1,0
59:1,144,54,103,0
59:1,144,59,1,0
59:1,128,44,64,0
59:1,128,54,64,0
59:1,128,59,64,0
59:1,144,40,1,0
59:1,144,44,1,0
59:1,144,54,103,0
60:1,128,40,64,0
60:1,128,44,64,0
60:1,128,54,64,0
60:1,144,40,1,0
60:1,144,44,1,0
60:1,144,54,103,0
60:1,128,40,64,0
60:1,128,44,64,0
60:1,128,54,64,0
60:1,144,40,1,0
60:1,144,44,1,0
60:1,144,54,103,0
61:1,128,40,64,0
61:1,128,44,64,0
61:1,128,54,64,0
61:1,144,40,1,0
61:1,144,44,1,0
61:1,144,54,103,0
61:1,128,40,64,0
61:1,128,44,64,0
61:1,128,54,64,0
61:1,144,46,127,0
61:1,144,40,1,0
61:1,144,44,1,0
61:1,144,54,103,0
62:1,128,46,64,0
62:1,128,40,64,0
62:1,128,44,64,0
62:1,128,54,64,0
62:1,144,46,127,0
62:1,144,40,1,0
62:1,144,44,1,0
62:1,144,54,103,0
62:1,128,46,64,0
62:1,128,40,64,0
62:1,128,44,64,0
62:1,128,54,64,0
62:1,144,51,127,0
62:1,144,46,127,0
62:1,144,40,1,0
62:1,144,44,1,0
62:1,144,54,103,0
63:1,128,51,64,0
63:1,128,46,64,0
63:1,128,40,64,0
63:1,128,44,64,0
63:1,128,54,64,0
63:1,144,51,127,0
63:1,144,46,127,0
63:1,144,40,1,0
63:1,144,54,103,0
63:1,128,51,64,0
63:1,128,46,64,0
63:1,128,40,64,0
63:1,128,54,64,0
63:1,144,51,127,0
63:1,144,46,127,0
63:1,144,40,1,0
63:1,144,54,103,0
63:1,128,51,64,0
63:1,128,46,64,0
63:1,128,40,64,0
63:1,128,54,64,0
63:1,144,51,127,0
63:1,144,46,127,0
63:1,144,40,1,0
63:1,144,54,103,0
64:1,128,51,64,0
64:1,128,46,64,0
64:1,128,40,64,0
64:1,128,54,64,0
64:1,144,51,127,0
64:1,144,40,1,0
64:1,144,54,103,0
64:1,128,51,64,0
64:1,128,40,64,0
64:1,128,54,64,0
64:1,144,51,127,0
64:1,144,40,1,0
65:1,128,51,64,0
65:1,128,40,64,0
65:1,144,51,127,0
65:1,128,51,64,0
65:1,144,51,127,0
66:1,128,51,64,0
66:1,144,51,127,0
66:1,128,51,64,0
66:1,144,60,104,0
66:1,144,51,127,0
67:1,128,60,64,0
67:1,128,51,64,0
67:1,144,60,104,0
67:1,128,60,64,0
67:1,144,33,1,0
67:1,144,43,127,0
67:1,144,60,104,0
68:1,128,33,64,0
68:1,128,43,64,0
68:1,128,60,64,0
68:1,144,33,1,0
68:1,144,43,127,0
68:1,128,33,64,0
68:1,128,43,64,0
68:1,144,24,61,0
68:1,144,33,1,0
68:1,128,24,64,0
68:1,128,33,64,0
68:1,144,49,127,0
68:1,144,33,1,0
69:1,128,49,64,0
69:1,128,33,64,0
69:1,144,39,127,0
69:1,144,49,127,0
69:1,144,33,1,0
69:1,128,39,64,0
69:1,128,49,64,0
69:1,128,33,64,0
69:1,144,39,127,0
69:1,144,49,127,0
69:1,144,33,1,0
70:1,128,39,64,0
70:1,128,49,64,0
70:1,128,33,64,0
70:1,144,39,127,0
70:1,144,49,127,0
70:1,128,39,64,0
70:1,128,49,64,0
70:1,144,39,127,0
71:1,128,39,64,0
71:1,144,39,127,0
71:1,128,39,64,0
71:1,144,61,127,0
71:1,144,39,127,0
72:1,128,61,64,0
72:1,128,39,64,0
72:1,144,53,1,0
72:1,144,61,127,0
72:1,128,53,64,0
72:1,128,61,64,0
72:1,144,53,1,0
72:1,144,61,124,0
72:1,128,53,64,0
72:1,128,61,64,0
72:1,144,53,1,0
72:1,144,61,124,0
73:1,128,53,64,0
73:1,128,61,64,0
73:1,144,53,1,0
73:1,144,61,124,0
73:1,128,53,64,0
73:1,128,61,64,0
75:1,144,39,1,0
75:1,128,39,64,0
75:1,144,39,1,0
76:1,128,39,64,0
76:1,144,39,1,0
76:1,128,39,64,0
77:1,144,41,1,0
77:1,128,41,64,0
77:1,144,41,1,0
77:1,128,41,64,0
77:1,144,41,1,0
78:1,128,41,64,0
78:1,144,57,1,0
78:1,128,57,64,0
78:1,144,57,1,0
79:1,128,57,64,0
79:1,144,57,1,0
79:1,128,57,64,0
79:1,144,35,94,0
79:1,144,57,1,0
